Title;Tipo paper;DOI
Effects of Infrastructure Service Disruptions Following Hurricane Irma: Multilevel Analysis of Postdisaster Recovery Outcomes;conferencePaper;10.1061/(ASCE)NH.1527-6996.0000421
Recovery from the Great Kanto Earthquake of 1923 Through Sport Events in Tokyo, Japan;journalArticle;10.1080/09523367.2017.1301432
The Role of Social Media in Disaster Recovery Following Hurricane Harvey;bookSection;10.1515/jhsem-2018-0054
In Their Own Words: Displaced Children's Educational Recovery Needs After Hurricane Katrina;journalArticle;10.1001/dmp.2010.10060910
Operation RUMAN and Hurricane IRMA: planning, execution and recovery;journalArticle;10.1136/jramc-2018-001138
Urban Disaster Recovery in Christchurch: The Central Business District Cordon and Other Critical Decisions;journalArticle;10.1193/022413EQS050M
Resilience, Adaptation, and Inertia: Lessons from Disaster Recovery in a Time of Climate Change;journalArticle;10.1111/ssqu.12658
A Tale of Two Cities: Variations in Perceptions of Disaster Recovery and the Importance of Intersectionality;journalArticle;10.1177/2332649217702659
Public space and recovery: learning from post-earthquake Christchurch;journalArticle;10.1080/13574809.2015.1133231
The determinants of recovery from the Black Saturday bushfire: demographic factors, behavioural characteristics and financial literacy;journalArticle;10.1111/acfi.12575
Downward accountability for a natural disaster recovery effort: Evidence and issues from Australia's Black Saturday;journalArticle;10.1016/j.cpa.2013.01.003
Digital Inequality and Second-Order Disasters: Social Media in the Typhoon Haiyan Recovery;conferencePaper;10.1177/2056305115603386
IT'S WHO YOU KNOW: FACTORS DRIVING RECOVERY FROM JAPAN'S 11 MARCH 2011 DISASTER;journalArticle;10.1111/padm.12191
Examining Public Health Workers' Perceptions Toward Participating in Disaster Recovery After Hurricane Sandy: A Quantitative Assessment;conferencePaper;10.1017/dmp.2016.23
Geotechnical Aspects of Disaster Recovery Planning in Residential Christchurch and Surrounding Districts Affected by Liquefaction;journalArticle;10.1193/021513EQS029M
Toward Sustainable Post-Katrina Recovery: Lessons Learned From African American Neighborhoods;journalArticle;10.1606/1044-3894.4134
Decision-Making Framework for Holistic Sustainable Disaster Recovery: Agent-Based Approach for Decreasing Vulnerabilities of the Associated Communities;journalArticle;10.1061/(ASCE)IS.1943-555X.0000427
School-Based Disaster Recovery: Promotion of Children's Mental Health Over the Long Haul;journalArticle;10.1017/dmp.2016.200
Dislocation, Social Isolation, and the Politics of Recovery in Post-Disaster Japan;journalArticle;10.1177/1363461520920348
Gender, place and mental health recovery in disasters: Addressing issues of equality and difference;conferencePaper;10.1016/j.ijdrr.2017.03.014
Bloated bodies and broken bricks: Power, ecology, and inequality in the political economy of natural disaster recovery;journalArticle;10.1016/j.worlddev.2018.05.028
When rebuilding no longer means recovery: the stress of staying put after Hurricane Sandy;journalArticle;10.1007/s10584-021-03069-1
Social capital and community disaster resilience: post-earthquake tourism recovery on Gili Trawangan, Indonesia;journalArticle;10.1007/s11625-020-00854-2
Building resilience through ecosystem restoration and community participation: Post-disaster recovery in coastal island communities;journalArticle;10.1016/j.ijdrr.2019.101249
Feedback enhances greening during disaster recovery: A model of social and ecological processes in neighborhood scale investment;journalArticle;10.1016/j.ufug.2018.07.005
"Analysis of the impact of dynamic economic resilience on post-disaster recovery ""secondary shock"" and sustainable improvement of system performance";journalArticle;10.1016/j.ssci.2021.105443
Facilitating long-term recovery from natural disasters: Psychosocial programming for tsunami-affected schools of Sri Lanka;journalArticle;10.1177/0143034311402923
Disaster recovery and place-led development through comprehensive urban design;journalArticle;10.1057/s41289-016-0018-4
Social entrepreneurship in the context of disaster recovery: Organizing for public value creation;journalArticle;10.1080/14719037.2020.1775282
Financial recovery schemes in Austria: how planned relocation is used as an answer to future flood events;journalArticle;10.1080/17477891.2019.1665982
Infrastructure impact and recovery following the 2010-2011 earthquakes in Christchurch, New Zealand;journalArticle;10.1680/cien.12.00019
Transportation planning methodologies for post-disaster recovery in regional communities: the East Japan Earthquake and tsunami 2011;bookSection;10.1016/j.jtrangeo.2013.07.005
Building Back Better: Learning from the Christchurch Rebuild;journalArticle;10.1016/j.proeng.2017.07.108
Learning from Hurricane Maria: Island ports and supply chain resilience;conferencePaper;10.1016/j.ijdrr.2019.101244
Transitional organisations, affective atmospheres and new forms of being-in-common: Post-disaster recovery in Christchurch, New Zealand;journalArticle;10.1111/tran.12240
Support and barriers in long-term recovery after Hurricane Sandy: improvisation as a communicative process of resilience;journalArticle;10.1080/00909882.2020.1797142
Post-disaster infrastructure restoration: A comparison of events for future planning;conferencePaper;10.1016/j.ijdrr.2015.04.004
Facing adversity together: the biopolitics of the community-focussed recovery policies in post-earthquake Canterbury, New Zealand;journalArticle;10.1080/19460171.2020.1842221
Examining the Role of Twitter in Response and Recovery During and After Historic Flooding in South Carolina;journalArticle;10.1097/PHH.0000000000000841
From Leaders, For Leaders: Advice From the Lived Experience of Leaders in Community Health Sector Disaster Recovery After Hurricanes Irene and Sandy;journalArticle;10.1017/dmp.2016.92
Long-term psychological recovery process and its associated factors among survivors of the Great Hanshin-Awaji Earthquake in Japan: a qualitative study;journalArticle;10.1136/bmjopen-2019-030250
Social capital in post-disaster recovery trajectories: Insights from a longitudinal study of tsunami-impacted small-scale fisher organizations in Chile;conferencePaper;10.1016/j.gloenvcha.2015.09.020
Livelihood Recovery after Natural Disasters and the Role of Aid: The Case of the 2006 Yogyakarta Earthquake;conferencePaper;10.1111/j.1467-8381.2012.02084.x
"""I thought I lost my home"": resource loss, distress and recovery after the Manaro Voui volcanic disaster on Ambae Island";journalArticle;10.1108/DPM-02-2021-0027
Coping as a community: Recovery experiences of a tourism-reliant area following a tsunami in Indonesia;journalArticle;10.1002/jtr.2454
Applying a New Framework for Public Health Systems Recovery following Emergencies and Disasters: The Example of Haiti following a Major Earthquake and Cholera Outbreak;journalArticle;10.4269/ajtmh.16-0862
Household vulnerability and economic status during disaster recovery and its determinants: a case study after the Wenchuan earthquake;journalArticle;10.1007/s11069-016-2373-2
Transition from Response to Recovery: A Knowledge Commons to Support Decision Making Following the 12 January 2010 Haiti Earthquake;journalArticle;10.1193/1.3633342
Rebuilding Communities After Natural Disasters: The 2009 Bushfires in Southeastern Australia;journalArticle;10.1080/01488376.2012.754196
Shakes, rattles and roll outs: The untold story of Maori engagement with community recovery, social resilience and urban sustainability in Christchurch, New Zealand;journalArticle;10.1016/S2212-5671(14)00999-X
Co-evolving supportive networks and perceived community resilience across disaster-damaged areas after the Great East Japan Earthquake: Selection, influence, or both?;journalArticle;10.1111/1468-5973.12244
Assessing the role of social media in tourism recovery in tsunami-hit coastal areas in Tohoku, Japan;journalArticle;10.1177/1354816618825014
Crises and Turnaround Management: Lessons Learned from Recovery of New Orleans and Tulane University Following Hurricane Katrina;bookSection;10.5041/RMMJ.10354
Polycentric orders and post-disaster recovery: a case study of one Orthodox Jewish community following Hurricane Sandy;journalArticle;10.1017/S1744137417000054
Reconstruction of Communities: Lessons from Hanshin-Awaji Earthquake and East Japan Earthquake;journalArticle;
Perception and rating of tourism entrepreneurs in the recovery of travel destinations affected by social-natural disasters: Case study from the April 16th earthquake in Ecuador;journalArticle;10.1016/j.ijdrr.2021.102488
Elite interview, urban tourism governance and post-disaster recovery: evidence from post-earthquake Christchurch, New Zealand;journalArticle;10.1080/13683500.2021.1952940
Roles of Leisure in the Post-Disaster Psychological Recovery after the Great East Japan Earthquake and Tsunami;journalArticle;10.1080/01490400.2014.935836
The role of schools in disaster settings: Learning from the 2010-2011 New Zealand earthquakes;journalArticle;10.1016/j.ijedudev.2014.06.008
Response and early recovery following 4 September 2010 and 22 February 2011 Canterbury earthquakes: Societal resilience and the role of governance;journalArticle;10.1016/j.ijdrr.2015.01.005
Transforming Governance: How National Policies and Organizations for Managing Disaster Recovery Evolved Following the 4 September 2010 and 22 February 2011 Canterbury Earthquakes;journalArticle;10.1193/032513EQS078M
Differential Recovery Migration across the Rural-Urban Gradient: Minimal and Short-Term Population Gains for Rural Disaster-Affected Gulf Coast Counties;journalArticle;10.1111/ruso.12305
Social capital and social learning after Hurricane Sandy;journalArticle;10.1007/s11138-016-0362-z
The role of schools in helping communities copes with earthquake disasters: the case of the 2010-2011 New Zealand earthquakes;journalArticle;10.1080/17477891.2018.1485547
Disaster recovery and violence in neoliberal times: community and spatial fragmentation in L'Aquila;journalArticle;10.1108/DPM-01-2018-0032
Is tourism development a catalyst of economic recovery following natural disaster? An analysis of economic resilience and spatial variability;journalArticle;10.1080/13683500.2019.1711029
A Rapid Needs Assessment of the Rockaway Peninsula in New York City After Hurricane Sandy and the Relationship of Socioeconomic Status to Recovery;journalArticle;10.2105/AJPH.2013.301668
Community Resilience-Focused Technical Investigation of the 2016 Lumberton, North Carolina, Flood: An Interdisciplinary Approach;journalArticle;10.1061/(ASCE)NH.1527-6996.0000387
Best Practices and Lessons Learned from Community Engagement and Data Collection Strategies in Post-Hurricane Maria Puerto Rico;journalArticle;10.1515/jhsem-2020-0075
Building Resilience, Social Capital in Post-Disaster Recovery;bookSection;10.1080/00472336.2013.767030
Housing assistance distribution after disasters: does it enable affected households to recover?;conferencePaper;10.1080/17477891.2015.1080655
Beyond Bushfires: Community, Resilience and Recovery - a longitudinal mixed method study of the medium to long term impacts of bushfires on mental health and social connectedness;journalArticle;10.1186/1471-2458-13-1036
Participatory engineering for recovery in post-earthquake Haiti;journalArticle;10.1080/19378629.2014.964250
Building Back Better in the Cook Islands: A Focus on the Tourism Sector;journalArticle;10.1016/j.proeng.2018.01.106
"""Selling the Dead"": More dignified options needed to assist widows in post-disaster recovery after Typhoon Haiyan";journalArticle;10.1016/j.wdp.2020.100210
Assessment of local adaptive capacities in the context of local politics after the 2016 Ecuadorian earthquake;conferencePaper;10.1016/j.ijdrr.2019.01.001
Post-disaster recovery in the cyclone Aila affected coastline of Bangladesh: women's role, challenges and opportunities;journalArticle;10.1007/s11069-019-03591-7
The impact of evacuating on short-term disaster recovery: A study of individuals affected by Hurricane Harvey living in Texas counties;journalArticle;10.1016/j.ijdrr.2019.101424
Religious Interpretations and Psychological Recovery from the Aceh 2004 Tsunami: The Promise of Heaven, Healing the Trauma;journalArticle;
Post-earthquake decision making in Turkey: Studies of Van and Izmir;journalArticle;10.1016/j.ijdrr.2016.03.010
Narratives of resilience in medical students following the 3/11 triple disaster: Using thematic analysis to examine paths to recovery;journalArticle;10.1016/j.psychres.2020.113348
Recovery and Development: Perspectives from New Zealand and Australia;journalArticle;
Making Groceries Leadership, free spaces and narratives of meaning in post-Katrina New Orleans;journalArticle;10.1080/14719037.2013.769855
The socioeconomic impact of international aid: a qualitative study of healthcare recovery in post-earthquake Haiti and implications for future disaster relief;bookSection;10.1080/17441692.2015.1094111
Determinants of Household-Level Coping Strategies and Recoveries from Riverine Flood Disasters: Empirical Evidence from the Right Bank of Teesta River, Bangladesh;journalArticle;10.3390/cli9010004
Building resilience to natural hazards through coastal governance: a case study of Hurricane Harvey recovery in Gulf of Mexico communities;journalArticle;10.1016/j.ecolecon.2020.106759
Exploring the Impact of Religious Beliefs, Leadership, and Networks on Response and Recovery of Disaster-affected Populations: A Case Study from Indonesia;journalArticle;10.1080/13537903.2015.1025538
Interplay between social support tie formations and subjective mental health conditions in a community currency system in Japanese disaster-affected communities: The ambivalent effects of social capital;journalArticle;10.1016/j.ijdrr.2020.101809
A Typology Framework for Trade-Offs in Development and Disaster Risk Reduction: A Case Study of Typhoon Haiyan Recovery in Tacloban, Philippines;conferencePaper;10.3390/su10061924
Five years later: Recovery from post traumatic stress and psychological distress among low-income mothers affected by Hurricane Katrina;journalArticle;10.1016/j.socscimed.2011.10.004
Assessment of post-earthquake resilience of highway-bridge networks by considering downtime due to interaction of parallel restoration actions;journalArticle;10.1080/15732479.2021.1961826
The self-built ecovillage in L'Aquila, Italy: community resilience as a grassroots response to environmental shock;journalArticle;10.1111/disa.12080
Puerto Rican Farmers' Obstacles Toward Recovery and Adaptation Strategies After Hurricane Maria: A Mixed-Methods Approach to Understanding Adaptive Capacity;journalArticle;10.3389/fsufs.2021.662918
Can post-disaster tourism development improve destination livelihoods? A case study of Aceh, Indonesia;journalArticle;10.1016/j.jdmm.2020.100510
Core Capabilities and Capacities of Developer Nonprofits in Postdisaster Community Rebuilding;journalArticle;10.1061/(ASCE)NH.1527-6996.0000225
Assessing the Relationship between Social Vulnerability, Social Capital, and Housing Resilience;journalArticle;10.3390/su12187718
Post-Ike economic resilience along the Texas coast;journalArticle;10.1111/disa.12115
An introspective glance into damage assessment: challenges and lessons learned from the Paso Robles (San Simeon) earthquake;journalArticle;10.1007/s11069-011-0071-7
Tourism and natural disaster management process: perception of tourism stakeholders in the case of Kumamoto earthquake in Japan;journalArticle;10.1080/13683500.2019.1666809
Response and Recovery after the Joplin Tornado Lessons Applied and Lessons Learned;journalArticle;
Toward the second stage of recovery from the 3.11 Tohoku Earthquake;bookSection;10.1111/j.1365-2443.2011.01531.x
Women after the tsunami: Impact, empowerment and changes in post-disaster situations of Sri Lanka and Aceh, Indonesia;journalArticle;10.1080/12259276.2015.1062277
Community Participation to Build Back Better: Evidence from the 2015 Nepal Earthquakes;journalArticle;10.1007/978-3-319-92498-4_13
Post-disaster recovery through the evolution of the lakou, a traditional settlement pattern;journalArticle;10.1108/IJDRBE-05-2019-0021
Comparative Assessment of Indian Post-Disaster Temporary Housing Strategies;journalArticle;10.1061/(ASCE)AE.1943-5568.0000386
Designing Life after the Storm: Improvisations in Post-Disaster Housing Reconstruction as Socio-Moral Practice;journalArticle;10.26913/80s02017.0111.0008
Downsides of Social Capital for Women During Disaster Recovery: Toward a More Critical Approach;journalArticle;10.1177/0095399712471491
How community gardens may contribute to community resilience following an earthquake;journalArticle;10.1016/j.ufug.2018.12.002
Rebuilding Emergency Care After Hurricane Sandy;journalArticle;10.1017/dmp.2014.19
From Emergency Response to Recovery: Multiple Impacts and Lessons Learned from the 2011 Van Earthquakes;journalArticle;10.1193/060312EQS205M
Concepts and Approaches of School Centered Disaster Resilient Communities;conferencePaper;
Building destination resilience in the tourism disaster management process from the past experiences: The case of the 2018 Hokkaido Eastern Iburi earthquake in Japan;journalArticle;10.1080/02508281.2021.1881707
Response and recovery measures for two floods in north China during the nineteenth century: a comparative study;journalArticle;10.1186/s40064-016-3642-y
SCHOOL AND COMMUNITY INFLUENCES ON THE LONG TERM POSTDISASTER RECOVERY OF CHILDREN AND YOUTH FOLLOWING HURRICANE GEORGES;journalArticle;10.1002/jcop.21590
Exploring Community Art and Its Role in Promoting Health, Social Cohesion, and Community Resilience in the Aftermath of the 2015 Nepal Earthquake;journalArticle;10.1177/1524839921996083
Post-disaster Psychosocial Capacity Building for Women in a Chinese Rural Village;journalArticle;10.1007/s13753-019-0221-1
Complexity and Instability: The Response of Nongovernmental Organizations to the Recovery of Hurricane Katrina Survivors in a Host Community;book;10.1177/0899764010362115
Retrospectives and Prospectives on Hurricane Katrina: Five Years and Counting;journalArticle;10.1111/j.1540-6210.2010.02194.x
Recovering from disasters: a study of livelihoods in post-quake villages in northern Pakistan;journalArticle;10.1111/disa.12104
The Role of a Women's Collective in Rebuilding Livelihoods After a Disaster: Case Study of Salam Village, Yogyakarta;book;
To move home or move on? Investigating the impact of recovery aid on migration status as a potential tool for disaster risk reduction in the aftermath of volcanic eruptions in Merapi, Indonesia;journalArticle;10.1016/j.ijdrr.2020.101478
Positive responses, uneven experiences: intersections of gender, ethnicity, and location in post-tsunami Sri Lanka;book;10.1080/0966369X.2012.709828
Implementing community development in a post-disaster situation;journalArticle;10.1093/cdj/bss052
Building disaster resilience using social messaging networks: the WeChat community in Houston, Texas, during Hurricane Harvey;journalArticle;10.1111/disa.12388
Assessing the impact of household participation on satisfaction and safe design in humanitarian shelter projects;journalArticle;10.1111/disa.12405
Reinforcing Inequalities: The Impact of the CDBG Program on Post-Katrina Rebuilding;journalArticle;10.1080/10511482.2013.840666
A Maori love story: Community-led disaster management in response to the Otautahi (Christchurch) earthquakes as a framework for action;journalArticle;10.1016/j.ijdrr.2014.12.010
The Evolutionary Role of Interorganizational Communication: Modeling Social Capital in Disaster Contexts;journalArticle;10.1111/j.1468-2958.2010.01371.x
Assessing Livelihood Reconstruction in Resettlement Program for Disaster Prevention at Baihe County of China: Extension of the Impoverishment Risks and Reconstruction (IRR) Model;journalArticle;10.3390/su10082913
The unheeded present and the impossible future: temporalities of relocation after Typhoon Haiyan;journalArticle;10.1080/14672715.2017.1407662
Addressing the Health and Wellness Needs of Vulnerable Rockaway Residents in the Wake of Hurricane Sandy: Findings From a Health Coaching and Community Health Worker Program;journalArticle;10.1097/PHH.0000000000000545
"""Rebuild by Design"" in New York City: Investigating the Competition Process and Discussing Its Outcomes";journalArticle;10.13128/RV-22010
Evolving social capital and networks in the post-disaster rebuilding process: The case of Typhoon Yolanda;journalArticle;10.1111/apv.12268
Rebuilding Tourist destinations from Crisis: a comparative Study of Jammu and Kashmir and Assam, India;journalArticle;10.1108/WHATT-01-2021-0018
Resident participation in post-Lushan earthquake housing reconstruction: a multi-stage field research method-based inquiry;journalArticle;10.1080/17477891.2016.1142417
The role of social capital in disaster resilience in remote communities after the 2015 Nepal earthquake;bookSection;10.1016/j.ijdrr.2021.102112
Gender, Buddhism and social resilience in the aftermath of the tsunami in Thailand;journalArticle;10.5367/sear.2012.0099
Do networks matter after a natural disaster? A study of resource sharing within an informal network after Cyclone Aila;journalArticle;10.1016/j.jeem.2018.06.007
Traditional knowledge, social capital, and community response to a disaster: resilience of remote communities in Fiji after a severe climatic event;journalArticle;10.1007/s10113-020-01613-w
Factors Associated with Resilience of Adult Survivors Five Years after the 2008 Sichuan Earthquake in China;journalArticle;10.1371/journal.pone.0121033
Dilemmas of Disaster Zones: Tax Incentives and Business Reinvestment in the Gulf Coast after Hurricanes Katrina and Rita;journalArticle;10.1111/cico.12048
Disaster, Inc.: Privatization and Post-Katrina Rebuilding in New Orleans;journalArticle;10.1017/S153759271200165X
A POTENTIAL RELATIONSHIP BETWEEN RESILIENCE AND ENVIRONMENTAL JUSTICE: THE CASE OF CHAITEN, CHILE;journalArticle;10.4067/S0718-22442015000300004
Community resilience to cyclone and storm surge disasters: Evidence from coastal communities of Bangladesh;journalArticle;10.1016/j.jenvman.2020.110457
A conceptual framework for measuring livelihood resilience: Relocation experience from Aceh, Indonesia;journalArticle;10.1016/j.worlddev.2019.01.003
The role of fish and fisheries in recovering from natural hazards: Lessons learned from Vanuatu;journalArticle;10.1016/j.envsci.2017.06.012
Resilience and disaster governance: Some insights from the 2015 Nepal earthquake;journalArticle;10.1016/j.ijdrr.2018.10.017
An integrative approach to understand vulnerability and resilience post-disaster The 2015 cyclone Pam in urban Vanuatu as case study;journalArticle;10.1108/DPM-07-2016-0137
"""Todo ha sido a pulmon"": community organizing after disaster in Puerto Rico";journalArticle;10.1080/10705422.2019.1649776
DOES INDEX INSURANCE HELP HOUSEHOLDS RECOVER FROM DISASTER? EVIDENCE FROM IBLI MONGOLIA;journalArticle;10.1093/ajae/aax069
Benchmarking Community Disaster Resilience in Nepal;journalArticle;10.3390/ijerph17061985
NATURAL DISASTER, GENDER, AND CHALLENGES: LESSONS FROM ASIAN TSUNAMI;journalArticle;
Disaster risk reduction and empowering local government - a case comparison between Sri Lanka and New Zealand;journalArticle;10.1108/IJDRBE-05-2015-0030
Responding to Disaster-Related Loss and Grief: Recovering From the 2013 Flood in Southern Alberta, Canada;journalArticle;10.1080/15325024.2018.1423873
An Analysis of Stories From Those Who Have Encountered Catastrophic Loss From Flood;journalArticle;10.1016/j.apnu.2017.07.009
Stress and Support in Family Relationships After Hurricane Katrina;journalArticle;10.1177/0192513X11412497
Psychological resilience, organizational resilience and life satisfaction in tourism firms: insights from the Canterbury earthquakes;journalArticle;10.1080/13683500.2019.1607832
Disaster governance and hybrid organizations: accounting, performance challenges and evacuee housing;journalArticle;10.1108/AAAJ-12-2019-4323
Determinants and supporting factors for rebuilding nursing workforce in a post-disaster setting;journalArticle;10.1186/s12913-019-4765-y
'Here, I'm not at ease': anthropological perspectives on community resilience;journalArticle;10.1111/disa.12044
Local community perceptions of disaster tourism: the case of L'Aquila, Italy;journalArticle;10.1080/13683500.2016.1157141
Designing culturally responsive built environments in post disaster contexts: Tsunami affected fishing settlements in Tamilnadu, India;book;10.1016/j.ijdrr.2013.03.008
Disaster-related resiliency theory among older adults who survived Typhoon Haiyan;journalArticle;10.1016/j.ijdrr.2019.101070
Changes in durable stocks, portfolio allocation, and consumption expenditure in the aftermath of the Kobe earthquake;journalArticle;10.1007/s11150-011-9124-7
Digitally enabled disaster response: the emergence of social media as boundary objects in a flooding disaster;book;10.1111/isj.12114
Beyond eventification: capacity building in post-disaster temporariness;journalArticle;10.1108/JPMD-03-2017-0025
Racialization and Rescaling: Post-Katrina Rebuilding and the Louisiana Road Home Program;book;10.1111/1468-2427.12141
Measuring County Resilience After the 2008 Wenchuan Earthquake;journalArticle;10.1007/s13753-016-0109-2
Key Factors of Disaster Area Restoration;conferencePaper;
Social capital and disasters: How does social capital shape post-disaster conditions in the Philippines?;journalArticle;10.1080/10911359.2018.1556143
Policy versus politics: post-Hurricane Katrina lower-income housing restoration in Mississippi;conferencePaper;10.1080/10511482.2011.624529
Does Economic Diversity Enhance Regional Disaster Resilience?;journalArticle;10.1080/01944363.2013.882125
The dynamism of post disaster risk communication: A cross-country synthesis;book;10.1016/j.ijdrr.2020.101556
Cultivating disaster resilience in rural Oklahoma: Community disenfranchisement and relational aspects of social capital;journalArticle;10.1016/j.jrurstud.2019.12.010
Integrating ecological perspectives into engineering practices - Perspectives and lessons from Japan;journalArticle;10.1016/j.ijdrr.2017.12.003
Post-disaster resettlement and livelihood vulnerability in rural China;journalArticle;10.1108/DPM-07-2016-0130
Women's place-making through craft in post-earthquake Christchurch;journalArticle;10.11157/anzswj-vol31iss1id557
Barriers to Enhancing Disaster Risk Reduction and Community Resilience: Evidence from the L'Aquila Disaster;journalArticle;10.17645/pag.v8i4.3179
Factors associated with the resilience of Tibetan adolescent survivors five years after the 2010 Yushu earthquake;journalArticle;10.1371/journal.pone.0231736
The role of communities in coping with natural disasters: Lessons from the 2010 Chile Earthquake and Tsunami;journalArticle;10.1016/j.proeng.2018.01.134
"They never said ""Come here and let's talk about it': Exclusion and non-decision-making in the rebuild of Christchurch, New Zealand";conferencePaper;10.1177/0269094217734326
Comparative Study of Post-disaster Reconstruction Paradigm and Iranian Experts' Perspective of Reconstruction;journalArticle;10.7596/taksad.v6i1.745
Comparison study on two post-earthquake rehabilitation and reconstruction modes in China;journalArticle;10.1016/j.ijdrr.2017.04.016
INTERPRETING RESOURCING BOTTLENECKS OF POST-WENCHUAN EARTHQUAKE RECONSTRUCTION IN CHINA;conferencePaper;10.3846/ijspm.2010.24
Promoting sustainable livelihoods: An approach to postdisaster reconstruction;journalArticle;10.1002/sd.2013
The Impact of Post-disaster Housing Reconstruction Policies on Different Beneficiary Groups: The Case of Bam, Iran;journalArticle;10.1007/978-3-319-92498-4_9
"Constructing reconstruction, territorializing risk: imposing ""no-build zones"" in post-disaster reconstruction in Tacloban City, Philippines";journalArticle;10.1080/14672715.2017.1407663
Housing and Reconstruction over the Five Years After the 2011 Japan Earthquake and Tsunami;journalArticle;
An integrated approach: managing resources for post-disaster reconstruction;journalArticle;10.1111/j.1467-7717.2011.01240.x
Financing rapid community reconstruction after catastrophic disaster: lessons from the 2008 Wenchuan earthquake in China;journalArticle;10.1007/s11069-019-03789-9
Post-disaster reconstruction: A current analysis of Gujarat's response after the 2001 earthquake;journalArticle;10.1080/17477891.2011.597839
Assessing gender vulnerability within post-earthquake reconstruction: case study from Indonesia;journalArticle;10.1016/S2212-5671(14)01000-4
Critical Chinese government behavior for swift housing reconstruction programme - The case of Dujiangyan following Wenchuan Earthquake;bookSection;10.1016/j.ijdrr.2019.101307
Community-led reconstruction, social inclusion and participation in post-earthquake Nepal;conferencePaper;10.1111/dpr.12512
Built back better? Housing reconstruction after the Tsunami disaster of 2004 in Aceh;journalArticle;10.1163/156853111X597314
A framework for managing post-disaster housing reconstruction;journalArticle;10.1016/S2212-5671(15)00182-3
Post-disaster reconstruction without citizens and their social capital in Llico, Chile;journalArticle;10.1177/0956247814565577
Disaster reconstruction and business geography following the 2007 Greensburg, Kansas Tornado;journalArticle;10.1080/17477891.2012.689249
Implementing post-earthquake reconstruction plans in China: a resilience perspective;journalArticle;10.1007/s11069-018-3539-x
Socio-political goals and responses to the reconstruction of the Chilean city of Constitucion;journalArticle;10.1108/DPM-12-2015-0292
Build back better: implementation in Victorian bushfire reconstruction;journalArticle;10.1111/disa.12041
Socioeconomic Vulnerabilities and Housing Reconstruction in Puerto Rico After Hurricanes Irma and Maria;journalArticle;10.1007/s11069-021-05027-7
Organisational complexity in infrastructure reconstruction - A case study of recovering land drainage functions in Christchurch;journalArticle;10.1016/j.ijproman.2017.02.013
Will the City Rise Again? The Contested Geography of Housing Reconstruction in Post-Disaster Haiti;journalArticle;10.1080/02673037.2015.1006184
L'Aquila's reconstruction challenges: has Italy learned from its previous earthquake disasters?;journalArticle;10.1111/j.1467-7717.2012.01296.x
Urban Resilience in Post-Disaster Reconstruction: Towards a Resilient Development in Sichuan, China;journalArticle;10.1007/s13753-012-0006-2
Evaluation of public participation in reconstruction of Bam, Iran, after the 2003 earthquake;journalArticle;10.1007/s11069-011-9842-4
Lost in translation? The challenges of an equitable post-disaster reconstruction process: Lessons from Chile;bookSection;10.1080/17477891.2011.594493
Post-disaster Housing Reconstruction: The Impact of Resourcing in Post-cyclones Sidr and Aila in Bangladesh;journalArticle;10.1002/jid.3367
Counterpart Assistance: A Systematic Approach for Post-Wenchuan Earthquake Recovery and Reconstruction;journalArticle;
NGOs as intermediaries in post-disaster rural reconstruction: findings from research in India;conferencePaper;10.1080/09614524.2015.1072132
Factors Affecting Post-Disaster Housing Reconstruction on Preconstruction Stage in Pidie Jaya Regency Indonesia;journalArticle;10.1088/1755-1315/273/1/012037
Sustainability by design: the challenge of shelter in post disaster reconstruction;journalArticle;10.1016/j.sbspro.2015.02.424
Reconstruction and Rehabilitation After Large-Scale Natural Disasters: Lessons from the Indian Ocean Tsunami in Aceh and Nias, Indonesia;journalArticle;
Resourcing for post-disaster reconstruction: a comparative study of Indonesia and China;journalArticle;10.1108/09653561211202674
Challenges in Residents-Centered Reconstruction Process from a Major Disaster Lessons Learned from the Great East Japan Earthquake;journalArticle;
Evaluating reconstruction effects on urban resilience: a comparison between two Chilean tsunami-prone cities;journalArticle;10.1007/s11069-016-2630-4
Challenges for reconstruction after M(w)7.8 Gorkha earthquake: a study on a devastated area of Nepal;conferencePaper;10.1080/19475705.2018.1480535
Meta-synthesis pattern of post-disaster recovery and reconstruction: based on actual investigation on 2008 Wenchuan earthquake;journalArticle;10.1007/s11069-011-0003-6
Critical determinant factors (CDFs) for developing concentrated rural settlement in post-disaster reconstruction: a China study;journalArticle;10.1007/s11069-012-0488-7
Discussion on the Reconstruction of the Wenchuan Earthquake-Damaged Ecosystems;journalArticle;10.4028/www.scientific.net/AMM.209-211.1668
Exclusionary reconstruction. The community and public policies in minor and intermediate Chilean cities affected by earthquake and tsunami of 27F2010. The cases of Constitution y Dichato;journalArticle;
A new model for effective post-disaster housing reconstruction: Lessons from Gujarat and Bihar in India;book;10.1016/j.ijproman.2017.02.002
Community reconstruction orientation by victims of the disaster of a post-monsoon flood in Malaysia;journalArticle;10.1177/0020872817746224
When Housing and Communities Were Delivered: A Case Study of Post-Wenchuan Earthquake Rural Reconstruction and Recovery;journalArticle;10.3390/su13147629
Contesting TINA: Community Planning Alternatives for Disaster Reconstruction in Chile;conferencePaper;10.1177/0739456X16683514
Earthquake reconstruction lessons from Iran;journalArticle;10.1680/jmuen.16.00011
The road to recovery: Understanding the challenges affecting school reconstruction in rural Nepal following the 2015 Gorkha earthquake;journalArticle;10.1016/j.ijdrr.2021.102120
