"titulo","tipo_paper","doi","doi1"
"Children Of Katrina: Lessons Learned About Postdisaster Symptoms And Recovery Patterns","book","10.1111/j.1467-8624.2010.01465.x","10.1111"
"Disaster Justice In Nepal'S Earthquake Recovery","journalArticle","10.1016/j.ijdrr.2018.10.006","10.1016"
"Social Capital And Livelihood Recovery: Post-Tsunami Sri Lanka As A Case","journalArticle","10.1108/09653561011091887","10.1108"
"G Through The Lens Of Katrina: Long-Term Disaster Recovery In The United States","journalArticle","10.1177/0002764215591179","10.1177"
"Framework For Improving The Resilience And Recovery Of Transportation Networks Under Geohazard Risks","journalArticle","10.1016/j.ijdrr.2018.07.022","10.1016"
"Social Capital Sensemaking And Recovery: Japanese Companies And The 2011 Earthquake","journalArticle","10.1525/cmr.2014.56.2.5","10.1525"
"Nonprofit And Public Sector Interorganizational Collaboration In Disaster Recovery: Lessons From The Field","journalArticle","10.1002/nml.21389","10.1002"
"Disaster Recovery In The Western Pacific: Scale Vulnerability And Traditional Exchange Practices","journalArticle","10.1007/s11069-016-2486-7","10.1007"
"Intergovernmental Relationships After Disaster: State And Local Government Learning During Flood Recovery In Colorado","journalArticle","10.1080/1523908X.2019.1623660","10.1080"
"Factors Affecting Business Recovery Immediately After Hurricane Katrina","journalArticle","10.1111/j.1468-5973.2011.00642.x","10.1111"
"Effects Of Infrastructure Service Disruptions Following Hurricane Irma: Multilevel Analysis Of Postdisaster Recovery Outcomes","conferencePaper","10.1061/(ASCE)NH.1527-6996.0000421","10.1061"
"Recovery From The Great Kanto Earthquake Of 1923 Through Sport Events In Tokyo Japan","journalArticle","10.1080/09523367.2017.1301432","10.1080"
"The Role Of Social Media In Disaster Recovery Following Hurricane Harvey","bookSection","10.1515/jhsem-2018-0054","10.1515"
"In Their Own Words: Displaced Children'S Educational Recovery Needs After Hurricane Katrina","journalArticle","10.1001/dmp.2010.10060910","10.1001"
"Operation Ruman And Hurricane Irma: Planning Execution And Recovery","journalArticle","10.1136/jramc-2018-001138","10.1136"
"Urban Disaster Recovery In Christchurch: The Central Business District Cordon And Other Critical Decisions","journalArticle","10.1193/022413EQS050M","10.1193"
"Resilience Adaptation And Inertia: Lessons From Disaster Recovery In A Time Of Climate Change","journalArticle","10.1111/ssqu.12658","10.1111"
"A Tale Of Two Cities: Variations In Perceptions Of Disaster Recovery And The Importance Of Intersectionality","journalArticle","10.1177/2332649217702659","10.1177"
"Public Space And Recovery: Learning From Post-Earthquake Christchurch","journalArticle","10.1080/13574809.2015.1133231","10.1080"
"The Determinants Of Recovery From The Black Saturday Bushfire: Demographic Factors Behavioural Characteristics And Financial Literacy","journalArticle","10.1111/acfi.12575","10.1111"
"Downward Accountability For A Natural Disaster Recovery Effort: Evidence And Issues From Australia'S Black Saturday","journalArticle","10.1016/j.cpa.2013.01.003","10.1016"
"Digital Inequality And Second-Order Disasters: Social Media In The Typhoon Haiyan Recovery","conferencePaper","10.1177/2056305115603386","10.1177"
"It'S Who You Know: Factors Driving Recovery From Japan'S 11 March 2011 Disaster","journalArticle","10.1111/padm.12191","10.1111"
"Examining Public Health Workers' Perceptions Toward Participating In Disaster Recovery After Hurricane Sandy: A Quantitative Assessment","conferencePaper","10.1017/dmp.2016.23","10.1017"
"Geotechnical Aspects Of Disaster Recovery Planning In Residential Christchurch And Surrounding Districts Affected By Liquefaction","journalArticle","10.1193/021513EQS029M","10.1193"
"Toward Sustainable Post-Katrina Recovery: Lessons Learned From African American Neighborhoods","journalArticle","10.1606/1044-3894.4134","10.1606"
"Decision-Making Framework For Holistic Sustainable Disaster Recovery: Agent-Based Approach For Decreasing Vulnerabilities Of The Associated Communities","journalArticle","10.1061/(ASCE)IS.1943-555X.0000427","10.1061"
"School-Based Disaster Recovery: Promotion Of Children'S Mental Health Over The Long Haul","journalArticle","10.1017/dmp.2016.200","10.1017"
"Dislocation Social Isolation And The Politics Of Recovery In Post-Disaster Japan","journalArticle","10.1177/1363461520920348","10.1177"
"Gender Place And Mental Health Recovery In Disasters: Addressing Issues Of Equality And Difference","conferencePaper","10.1016/j.ijdrr.2017.03.014","10.1016"
"Bloated Bodies And Broken Bricks: Power Ecology And Inequality In The Political Economy Of Natural Disaster Recovery","journalArticle","10.1016/j.worlddev.2018.05.028","10.1016"
"When Rebuilding No Longer Means Recovery: The Stress Of Staying Put After Hurricane Sandy","journalArticle","10.1007/s10584-021-03069-1","10.1007"
"Social Capital And Community Disaster Resilience: Post-Earthquake Tourism Recovery On Gili Trawangan Indonesia","journalArticle","10.1007/s11625-020-00854-2","10.1007"
"Building Resilience Through Ecosystem Restoration And Community Participation: Post-Disaster Recovery In Coastal Island Communities","journalArticle","10.1016/j.ijdrr.2019.101249","10.1016"
"Feedback Enhances Greening During Disaster Recovery: A Model Of Social And Ecological Processes In Neighborhood Scale Investment","journalArticle","10.1016/j.ufug.2018.07.005","10.1016"
"Analysis Of The Impact Of Dynamic Economic Resilience On Post-Disaster Recovery ""Secondary Shock"" And Sustainable Improvement Of System Performance","journalArticle","10.1016/j.ssci.2021.105443","10.1016"
"Facilitating Long-Term Recovery From Natural Disasters: Psychosocial Programming For Tsunami-Affected Schools Of Sri Lanka","journalArticle","10.1177/0143034311402923","10.1177"
"Disaster Recovery And Place-Led Development Through Comprehensive Urban Design","journalArticle","10.1057/s41289-016-0018-4","10.1057"
"Social Entrepreneurship In The Context Of Disaster Recovery: Organizing For Public Value Creation","journalArticle","10.1080/14719037.2020.1775282","10.1080"
"Financial Recovery Schemes In Austria: How Planned Relocation Is Used As An Answer To Future Flood Events","journalArticle","10.1080/17477891.2019.1665982","10.1080"
"Infrastructure Impact And Recovery Following The 2010-2011 Earthquakes In Christchurch New Zealand","journalArticle","10.1680/cien.12.00019","10.1680"
"Transportation Planning Methodologies For Post-Disaster Recovery In Regional Communities: The East Japan Earthquake And Tsunami 2011","bookSection","10.1016/j.jtrangeo.2013.07.005","10.1016"
"Building Back Better: Learning From The Christchurch Rebuild","journalArticle","10.1016/j.proeng.2017.07.108","10.1016"
"Learning From Hurricane Maria: Island Ports And Supply Chain Resilience","conferencePaper","10.1016/j.ijdrr.2019.101244","10.1016"
"Transitional Organisations Affective Atmospheres And New Forms Of Being-In-Common: Post-Disaster Recovery In Christchurch New Zealand","journalArticle","10.1111/tran.12240","10.1111"
"Support And Barriers In Long-Term Recovery After Hurricane Sandy: Improvisation As A Communicative Process Of Resilience","journalArticle","10.1080/00909882.2020.1797142","10.1080"
"Post-Disaster Infrastructure Restoration: A Comparison Of Events For Future Planning","conferencePaper","10.1016/j.ijdrr.2015.04.004","10.1016"
"Facing Adversity Together: The Biopolitics Of The Community-Focussed Recovery Policies In Post-Earthquake Canterbury New Zealand","journalArticle","10.1080/19460171.2020.1842221","10.1080"
"Examining The Role Of Twitter In Response And Recovery During And After Historic Flooding In South Carolina","journalArticle","10.1097/PHH.0000000000000841","10.1097"
"From Leaders For Leaders: Advice From The Lived Experience Of Leaders In Community Health Sector Disaster Recovery After Hurricanes Irene And Sandy","journalArticle","10.1017/dmp.2016.92","10.1017"
"Long-Term Psychological Recovery Process And Its Associated Factors Among Survivors Of The Great Hanshin-Awaji Earthquake In Japan: A Qualitative Study","journalArticle","10.1136/bmjopen-2019-030250","10.1136"
"Social Capital In Post-Disaster Recovery Trajectories: Insights From A Longitudinal Study Of Tsunami-Impacted Small-Scale Fisher Organizations In Chile","conferencePaper","10.1016/j.gloenvcha.2015.09.020","10.1016"
"Livelihood Recovery After Natural Disasters And The Role Of Aid: The Case Of The 2006 Yogyakarta Earthquake","conferencePaper","10.1111/j.1467-8381.2012.02084.x","10.1111"
"""I Thought I Lost My Home"": Resource Loss Distress And Recovery After The Manaro Voui Volcanic Disaster On Ambae Island","journalArticle","10.1108/DPM-02-2021-0027","10.1108"
"Coping As A Community: Recovery Experiences Of A Tourism-Reliant Area Following A Tsunami In Indonesia","journalArticle","10.1002/jtr.2454","10.1002"
"Applying A New Framework For Public Health Systems Recovery Following Emergencies And Disasters: The Example Of Haiti Following A Major Earthquake And Cholera Outbreak","journalArticle","10.4269/ajtmh.16-0862","10.4269"
"Household Vulnerability And Economic Status During Disaster Recovery And Its Determinants: A Case Study After The Wenchuan Earthquake","journalArticle","10.1007/s11069-016-2373-2","10.1007"
"Transition From Response To Recovery: A Knowledge Commons To Support Decision Making Following The 12 January 2010 Haiti Earthquake","journalArticle","10.1193/1.3633342","10.1193"
"Rebuilding Communities After Natural Disasters: The 2009 Bushfires In Southeastern Australia","journalArticle","10.1080/01488376.2012.754196","10.1080"
"Shakes Rattles And Roll Outs: The Untold Story Of Maori Engagement With Community Recovery Social Resilience And Urban Sustainability In Christchurch New Zealand","journalArticle","10.1016/S2212-5671(14)00999-X","10.1016"
"Co-Evolving Supportive Networks And Perceived Community Resilience Across Disaster-Damaged Areas After The Great East Japan Earthquake: Selection Influence Or Both?","journalArticle","10.1111/1468-5973.12244","10.1111"
"Assessing The Role Of Social Media In Tourism Recovery In Tsunami-Hit Coastal Areas In Tohoku Japan","journalArticle","10.1177/1354816618825014","10.1177"
"Crises And Turnaround Management: Lessons Learned From Recovery Of New Orleans And Tulane University Following Hurricane Katrina","bookSection","10.5041/RMMJ.10354","10.5041"
"Polycentric Orders And Post-Disaster Recovery: A Case Study Of One Orthodox Jewish Community Following Hurricane Sandy","journalArticle","10.1017/S1744137417000054","10.1017"
"Perception And Rating Of Tourism Entrepreneurs In The Recovery Of Travel Destinations Affected By Social-Natural Disasters: Case Study From The April 16Th Earthquake In Ecuador","journalArticle","10.1016/j.ijdrr.2021.102488","10.1016"
"Elite Interview Urban Tourism Governance And Post-Disaster Recovery: Evidence From Post-Earthquake Christchurch New Zealand","journalArticle","10.1080/13683500.2021.1952940","10.1080"
"Roles Of Leisure In The Post-Disaster Psychological Recovery After The Great East Japan Earthquake And Tsunami","journalArticle","10.1080/01490400.2014.935836","10.1080"
"The Role Of Schools In Disaster Settings: Learning From The 2010-2011 New Zealand Earthquakes","journalArticle","10.1016/j.ijedudev.2014.06.008","10.1016"
"Response And Early Recovery Following 4 September 2010 And 22 February 2011 Canterbury Earthquakes: Societal Resilience And The Role Of Governance","journalArticle","10.1016/j.ijdrr.2015.01.005","10.1016"
"Transforming Governance: How National Policies And Organizations For Managing Disaster Recovery Evolved Following The 4 September 2010 And 22 February 2011 Canterbury Earthquakes","journalArticle","10.1193/032513EQS078M","10.1193"
"Differential Recovery Migration Across The Rural-Urban Gradient: Minimal And Short-Term Population Gains For Rural Disaster-Affected Gulf Coast Counties","journalArticle","10.1111/ruso.12305","10.1111"
"Social Capital And Social Learning After Hurricane Sandy","journalArticle","10.1007/s11138-016-0362-z","10.1007"
"The Role Of Schools In Helping Communities Copes With Earthquake Disasters: The Case Of The 2010-2011 New Zealand Earthquakes","journalArticle","10.1080/17477891.2018.1485547","10.1080"
"Disaster Recovery And Violence In Neoliberal Times: Community And Spatial Fragmentation In L'Aquila","journalArticle","10.1108/DPM-01-2018-0032","10.1108"
"Is Tourism Development A Catalyst Of Economic Recovery Following Natural Disaster? An Analysis Of Economic Resilience And Spatial Variability","journalArticle","10.1080/13683500.2019.1711029","10.1080"
"A Rapid Needs Assessment Of The Rockaway Peninsula In New York City After Hurricane Sandy And The Relationship Of Socioeconomic Status To Recovery","journalArticle","10.2105/AJPH.2013.301668","10.2105"
"Community Resilience-Focused Technical Investigation Of The 2016 Lumberton North Carolina Flood: An Interdisciplinary Approach","journalArticle","10.1061/(ASCE)NH.1527-6996.0000387","10.1061"
"Best Practices And Lessons Learned From Community Engagement And Data Collection Strategies In Post-Hurricane Maria Puerto Rico","journalArticle","10.1515/jhsem-2020-0075","10.1515"
"Building Resilience Social Capital In Post-Disaster Recovery","bookSection","10.1080/00472336.2013.767030","10.1080"
"Housing Assistance Distribution After Disasters: Does It Enable Affected Households To Recover?","conferencePaper","10.1080/17477891.2015.1080655","10.1080"
"Beyond Bushfires: Community Resilience And Recovery - A Longitudinal Mixed Method Study Of The Medium To Long Term Impacts Of Bushfires On Mental Health And Social Connectedness","journalArticle","10.1186/1471-2458-13-1036","10.1186"
"Participatory Engineering For Recovery In Post-Earthquake Haiti","journalArticle","10.1080/19378629.2014.964250","10.1080"
"Building Back Better In The Cook Islands: A Focus On The Tourism Sector","journalArticle","10.1016/j.proeng.2018.01.106","10.1016"
"""Selling The Dead"": More Dignified Options Needed To Assist Widows In Post-Disaster Recovery After Typhoon Haiyan","journalArticle","10.1016/j.wdp.2020.100210","10.1016"
"Assessment Of Local Adaptive Capacities In The Context Of Local Politics After The 2016 Ecuadorian Earthquake","conferencePaper","10.1016/j.ijdrr.2019.01.001","10.1016"
"Post-Disaster Recovery In The Cyclone Aila Affected Coastline Of Bangladesh: Women'S Role Challenges And Opportunities","journalArticle","10.1007/s11069-019-03591-7","10.1007"
"The Impact Of Evacuating On Short-Term Disaster Recovery: A Study Of Individuals Affected By Hurricane Harvey Living In Texas Counties","journalArticle","10.1016/j.ijdrr.2019.101424","10.1016"
"Post-Earthquake Decision Making In Turkey: Studies Of Van And Izmir","journalArticle","10.1016/j.ijdrr.2016.03.010","10.1016"
"Narratives Of Resilience In Medical Students Following The 3/11 Triple Disaster: Using Thematic Analysis To Examine Paths To Recovery","journalArticle","10.1016/j.psychres.2020.113348","10.1016"
"Making Groceries Leadership Free Spaces And Narratives Of Meaning In Post-Katrina New Orleans","journalArticle","10.1080/14719037.2013.769855","10.1080"
"The Socioeconomic Impact Of International Aid: A Qualitative Study Of Healthcare Recovery In Post-Earthquake Haiti And Implications For Future Disaster Relief","bookSection","10.1080/17441692.2015.1094111","10.1080"
"Determinants Of Household-Level Coping Strategies And Recoveries From Riverine Flood Disasters: Empirical Evidence From The Right Bank Of Teesta River Bangladesh","journalArticle","10.3390/cli9010004","10.3390"
"Building Resilience To Natural Hazards Through Coastal Governance: A Case Study Of Hurricane Harvey Recovery In Gulf Of Mexico Communities","journalArticle","10.1016/j.ecolecon.2020.106759","10.1016"
"Exploring The Impact Of Religious Beliefs Leadership And Networks On Response And Recovery Of Disaster-Affected Populations: A Case Study From Indonesia","journalArticle","10.1080/13537903.2015.1025538","10.1080"
"Interplay Between Social Support Tie Formations And Subjective Mental Health Conditions In A Community Currency System In Japanese Disaster-Affected Communities: The Ambivalent Effects Of Social Capital","journalArticle","10.1016/j.ijdrr.2020.101809","10.1016"
"A Typology Framework For Trade-Offs In Development And Disaster Risk Reduction: A Case Study Of Typhoon Haiyan Recovery In Tacloban Philippines","conferencePaper","10.3390/su10061924","10.3390"
"Five Years Later: Recovery From Post Traumatic Stress And Psychological Distress Among Low-Income Mothers Affected By Hurricane Katrina","journalArticle","10.1016/j.socscimed.2011.10.004","10.1016"
"Assessment Of Post-Earthquake Resilience Of Highway-Bridge Networks By Considering Downtime Due To Interaction Of Parallel Restoration Actions","journalArticle","10.1080/15732479.2021.1961826","10.1080"
"The Self-Built Ecovillage In L'Aquila Italy: Community Resilience As A Grassroots Response To Environmental Shock","journalArticle","10.1111/disa.12080","10.1111"
"Puerto Rican Farmers' Obstacles Toward Recovery And Adaptation Strategies After Hurricane Maria: A Mixed-Methods Approach To Understanding Adaptive Capacity","journalArticle","10.3389/fsufs.2021.662918","10.3389"
"Can Post-Disaster Tourism Development Improve Destination Livelihoods? A Case Study Of Aceh Indonesia","journalArticle","10.1016/j.jdmm.2020.100510","10.1016"
"Core Capabilities And Capacities Of Developer Nonprofits In Postdisaster Community Rebuilding","journalArticle","10.1061/(ASCE)NH.1527-6996.0000225","10.1061"
"Assessing The Relationship Between Social Vulnerability Social Capital And Housing Resilience","journalArticle","10.3390/su12187718","10.3390"
"Post-Ike Economic Resilience Along The Texas Coast","journalArticle","10.1111/disa.12115","10.1111"
"An Introspective Glance Into Damage Assessment: Challenges And Lessons Learned From The Paso Robles (San Simeon) Earthquake","journalArticle","10.1007/s11069-011-0071-7","10.1007"
"Tourism And Natural Disaster Management Process: Perception Of Tourism Stakeholders In The Case Of Kumamoto Earthquake In Japan","journalArticle","10.1080/13683500.2019.1666809","10.1080"
"Toward The Second Stage Of Recovery From The 3.11 Tohoku Earthquake","bookSection","10.1111/j.1365-2443.2011.01531.x","10.1111"
"Women After The Tsunami: Impact Empowerment And Changes In Post-Disaster Situations Of Sri Lanka And Aceh Indonesia","journalArticle","10.1080/12259276.2015.1062277","10.1080"
"Community Participation To Build Back Better: Evidence From The 2015 Nepal Earthquakes","journalArticle","10.1007/978-3-319-92498-4_13","10.1007"
"Post-Disaster Recovery Through The Evolution Of The Lakou A Traditional Settlement Pattern","journalArticle","10.1108/IJDRBE-05-2019-0021","10.1108"
"Comparative Assessment Of Indian Post-Disaster Temporary Housing Strategies","journalArticle","10.1061/(ASCE)AE.1943-5568.0000386","10.1061"
"Designing Life After The Storm: Improvisations In Post-Disaster Housing Reconstruction As Socio-Moral Practice","journalArticle","10.26913/80s02017.0111.0008","10.2691"
"Downsides Of Social Capital For Women During Disaster Recovery: Toward A More Critical Approach","journalArticle","10.1177/0095399712471491","10.1177"
"How Community Gardens May Contribute To Community Resilience Following An Earthquake","journalArticle","10.1016/j.ufug.2018.12.002","10.1016"
"Rebuilding Emergency Care After Hurricane Sandy","journalArticle","10.1017/dmp.2014.19","10.1017"
"From Emergency Response To Recovery: Multiple Impacts And Lessons Learned From The 2011 Van Earthquakes","journalArticle","10.1193/060312EQS205M","10.1193"
"Building Destination Resilience In The Tourism Disaster Management Process From The Past Experiences: The Case Of The 2018 Hokkaido Eastern Iburi Earthquake In Japan","journalArticle","10.1080/02508281.2021.1881707","10.1080"
"Response And Recovery Measures For Two Floods In North China During The Nineteenth Century: A Comparative Study","journalArticle","10.1186/s40064-016-3642-y","10.1186"
"School And Community Influences On The Long Term Postdisaster Recovery Of Children And Youth Following Hurricane Georges","journalArticle","10.1002/jcop.21590","10.1002"
"Exploring Community Art And Its Role In Promoting Health Social Cohesion And Community Resilience In The Aftermath Of The 2015 Nepal Earthquake","journalArticle","10.1177/1524839921996083","10.1177"
"Post-Disaster Psychosocial Capacity Building For Women In A Chinese Rural Village","journalArticle","10.1007/s13753-019-0221-1","10.1007"
"Complexity And Instability: The Response Of Nongovernmental Organizations To The Recovery Of Hurricane Katrina Survivors In A Host Community","book","10.1177/0899764010362115","10.1177"
"Retrospectives And Prospectives On Hurricane Katrina: Five Years And Counting","journalArticle","10.1111/j.1540-6210.2010.02194.x","10.1111"
"Recovering From Disasters: A Study Of Livelihoods In Post-Quake Villages In Northern Pakistan","journalArticle","10.1111/disa.12104","10.1111"
"To Move Home Or Move On? Investigating The Impact Of Recovery Aid On Migration Status As A Potential Tool For Disaster Risk Reduction In The Aftermath Of Volcanic Eruptions In Merapi Indonesia","journalArticle","10.1016/j.ijdrr.2020.101478","10.1016"
"Positive Responses Uneven Experiences: Intersections Of Gender Ethnicity And Location In Post-Tsunami Sri Lanka","book","10.1080/0966369X.2012.709828","10.1080"
"Implementing Community Development In A Post-Disaster Situation","journalArticle","10.1093/cdj/bss052","10.1093"
"Building Disaster Resilience Using Social Messaging Networks: The Wechat Community In Houston Texas During Hurricane Harvey","journalArticle","10.1111/disa.12388","10.1111"
"Assessing The Impact Of Household Participation On Satisfaction And Safe Design In Humanitarian Shelter Projects","journalArticle","10.1111/disa.12405","10.1111"
"Reinforcing Inequalities: The Impact Of The Cdbg Program On Post-Katrina Rebuilding","journalArticle","10.1080/10511482.2013.840666","10.1080"
"A Maori Love Story: Community-Led Disaster Management In Response To The Otautahi (Christchurch) Earthquakes As A Framework For Action","journalArticle","10.1016/j.ijdrr.2014.12.010","10.1016"
"The Evolutionary Role Of Interorganizational Communication: Modeling Social Capital In Disaster Contexts","journalArticle","10.1111/j.1468-2958.2010.01371.x","10.1111"
"Assessing Livelihood Reconstruction In Resettlement Program For Disaster Prevention At Baihe County Of China: Extension Of The Impoverishment Risks And Reconstruction (Irr) Model","journalArticle","10.3390/su10082913","10.3390"
"The Unheeded Present And The Impossible Future: Temporalities Of Relocation After Typhoon Haiyan","journalArticle","10.1080/14672715.2017.1407662","10.1080"
"Addressing The Health And Wellness Needs Of Vulnerable Rockaway Residents In The Wake Of Hurricane Sandy: Findings From A Health Coaching And Community Health Worker Program","journalArticle","10.1097/PHH.0000000000000545","10.1097"
"""Rebuild By Design"" In New York City: Investigating The Competition Process And Discussing Its Outcomes","journalArticle","10.13128/RV-22010","10.1312"
"Evolving Social Capital And Networks In The Post-Disaster Rebuilding Process: The Case Of Typhoon Yolanda","journalArticle","10.1111/apv.12268","10.1111"
"Rebuilding Tourist Destinations From Crisis: A Comparative Study Of Jammu And Kashmir And Assam India","journalArticle","10.1108/WHATT-01-2021-0018","10.1108"
"Resident Participation In Post-Lushan Earthquake Housing Reconstruction: A Multi-Stage Field Research Method-Based Inquiry","journalArticle","10.1080/17477891.2016.1142417","10.1080"
"The Role Of Social Capital In Disaster Resilience In Remote Communities After The 2015 Nepal Earthquake","bookSection","10.1016/j.ijdrr.2021.102112","10.1016"
"Gender Buddhism And Social Resilience In The Aftermath Of The Tsunami In Thailand","journalArticle","10.5367/sear.2012.0099","10.5367"
"Do Networks Matter After A Natural Disaster? A Study Of Resource Sharing Within An Informal Network After Cyclone Aila","journalArticle","10.1016/j.jeem.2018.06.007","10.1016"
"Traditional Knowledge Social Capital And Community Response To A Disaster: Resilience Of Remote Communities In Fiji After A Severe Climatic Event","journalArticle","10.1007/s10113-020-01613-w","10.1007"
"Factors Associated With Resilience Of Adult Survivors Five Years After The 2008 Sichuan Earthquake In China","journalArticle","10.1371/journal.pone.0121033","10.1371"
"Dilemmas Of Disaster Zones: Tax Incentives And Business Reinvestment In The Gulf Coast After Hurricanes Katrina And Rita","journalArticle","10.1111/cico.12048","10.1111"
"Disaster Inc.: Privatization And Post-Katrina Rebuilding In New Orleans","journalArticle","10.1017/S153759271200165X","10.1017"
"A Potential Relationship Between Resilience And Environmental Justice: The Case Of Chaiten Chile","journalArticle","10.4067/S0718-22442015000300004","10.4067"
"Community Resilience To Cyclone And Storm Surge Disasters: Evidence From Coastal Communities Of Bangladesh","journalArticle","10.1016/j.jenvman.2020.110457","10.1016"
"A Conceptual Framework For Measuring Livelihood Resilience: Relocation Experience From Aceh Indonesia","journalArticle","10.1016/j.worlddev.2019.01.003","10.1016"
"The Role Of Fish And Fisheries In Recovering From Natural Hazards: Lessons Learned From Vanuatu","journalArticle","10.1016/j.envsci.2017.06.012","10.1016"
"Resilience And Disaster Governance: Some Insights From The 2015 Nepal Earthquake","journalArticle","10.1016/j.ijdrr.2018.10.017","10.1016"
"An Integrative Approach To Understand Vulnerability And Resilience Post-Disaster The 2015 Cyclone Pam In Urban Vanuatu As Case Study","journalArticle","10.1108/DPM-07-2016-0137","10.1108"
"""Todo Ha Sido A Pulmon"": Community Organizing After Disaster In Puerto Rico","journalArticle","10.1080/10705422.2019.1649776","10.1080"
"Does Index Insurance Help Households Recover From Disaster? Evidence From Ibli Mongolia","journalArticle","10.1093/ajae/aax069","10.1093"
"Benchmarking Community Disaster Resilience In Nepal","journalArticle","10.3390/ijerph17061985","10.3390"
"Disaster Risk Reduction And Empowering Local Government - A Case Comparison Between Sri Lanka And New Zealand","journalArticle","10.1108/IJDRBE-05-2015-0030","10.1108"
"Responding To Disaster-Related Loss And Grief: Recovering From The 2013 Flood In Southern Alberta Canada","journalArticle","10.1080/15325024.2018.1423873","10.1080"
"An Analysis Of Stories From Those Who Have Encountered Catastrophic Loss From Flood","journalArticle","10.1016/j.apnu.2017.07.009","10.1016"
"Stress And Support In Family Relationships After Hurricane Katrina","journalArticle","10.1177/0192513X11412497","10.1177"
"Psychological Resilience Organizational Resilience And Life Satisfaction In Tourism Firms: Insights From The Canterbury Earthquakes","journalArticle","10.1080/13683500.2019.1607832","10.1080"
"Disaster Governance And Hybrid Organizations: Accounting Performance Challenges And Evacuee Housing","journalArticle","10.1108/AAAJ-12-2019-4323","10.1108"
"Determinants And Supporting Factors For Rebuilding Nursing Workforce In A Post-Disaster Setting","journalArticle","10.1186/s12913-019-4765-y","10.1186"
"Here I'M Not At Ease': Anthropological Perspectives On Community Resilience","journalArticle","10.1111/disa.12044","10.1111"
"Local Community Perceptions Of Disaster Tourism: The Case Of L'Aquila Italy","journalArticle","10.1080/13683500.2016.1157141","10.1080"
"Designing Culturally Responsive Built Environments In Post Disaster Contexts: Tsunami Affected Fishing Settlements In Tamilnadu India","book","10.1016/j.ijdrr.2013.03.008","10.1016"
"Disaster-Related Resiliency Theory Among Older Adults Who Survived Typhoon Haiyan","journalArticle","10.1016/j.ijdrr.2019.101070","10.1016"
"Changes In Durable Stocks Portfolio Allocation And Consumption Expenditure In The Aftermath Of The Kobe Earthquake","journalArticle","10.1007/s11150-011-9124-7","10.1007"
"Digitally Enabled Disaster Response: The Emergence Of Social Media As Boundary Objects In A Flooding Disaster","book","10.1111/isj.12114","10.1111"
"Beyond Eventification: Capacity Building In Post-Disaster Temporariness","journalArticle","10.1108/JPMD-03-2017-0025","10.1108"
"Racialization And Rescaling: Post-Katrina Rebuilding And The Louisiana Road Home Program","book","10.1111/1468-2427.12141","10.1111"
"Measuring County Resilience After The 2008 Wenchuan Earthquake","journalArticle","10.1007/s13753-016-0109-2","10.1007"
"Social Capital And Disasters: How Does Social Capital Shape Post-Disaster Conditions In The Philippines?","journalArticle","10.1080/10911359.2018.1556143","10.1080"
"Policy Versus Politics: Post-Hurricane Katrina Lower-Income Housing Restoration In Mississippi","conferencePaper","10.1080/10511482.2011.624529","10.1080"
"Does Economic Diversity Enhance Regional Disaster Resilience?","journalArticle","10.1080/01944363.2013.882125","10.1080"
"The Dynamism Of Post Disaster Risk Communication: A Cross-Country Synthesis","book","10.1016/j.ijdrr.2020.101556","10.1016"
"Cultivating Disaster Resilience In Rural Oklahoma: Community Disenfranchisement And Relational Aspects Of Social Capital","journalArticle","10.1016/j.jrurstud.2019.12.010","10.1016"
"Integrating Ecological Perspectives Into Engineering Practices - Perspectives And Lessons From Japan","journalArticle","10.1016/j.ijdrr.2017.12.003","10.1016"
"Post-Disaster Resettlement And Livelihood Vulnerability In Rural China","journalArticle","10.1108/DPM-07-2016-0130","10.1108"
"Women'S Place-Making Through Craft In Post-Earthquake Christchurch","journalArticle","10.11157/anzswj-vol31iss1id557","10.1115"
"Barriers To Enhancing Disaster Risk Reduction And Community Resilience: Evidence From The L'Aquila Disaster","journalArticle","10.17645/pag.v8i4.3179","10.1764"
"Factors Associated With The Resilience Of Tibetan Adolescent Survivors Five Years After The 2010 Yushu Earthquake","journalArticle","10.1371/journal.pone.0231736","10.1371"
"The Role Of Communities In Coping With Natural Disasters: Lessons From The 2010 Chile Earthquake And Tsunami","journalArticle","10.1016/j.proeng.2018.01.134","10.1016"
"They Never Said ""Come Here And Let'S Talk About It': Exclusion And Non-Decision-Making In The Rebuild Of Christchurch New Zealand","conferencePaper","10.1177/0269094217734326","10.1177"
"Comparative Study Of Post-Disaster Reconstruction Paradigm And Iranian Experts' Perspective Of Reconstruction","journalArticle","10.7596/taksad.v6i1.745","10.7596"
"Comparison Study On Two Post-Earthquake Rehabilitation And Reconstruction Modes In China","journalArticle","10.1016/j.ijdrr.2017.04.016","10.1016"
"Interpreting Resourcing Bottlenecks Of Post-Wenchuan Earthquake Reconstruction In China","conferencePaper","10.3846/ijspm.2010.24","10.3846"
"Promoting Sustainable Livelihoods: An Approach To Postdisaster Reconstruction","journalArticle","10.1002/sd.2013","10.1002"
"The Impact Of Post-Disaster Housing Reconstruction Policies On Different Beneficiary Groups: The Case Of Bam Iran","journalArticle","10.1007/978-3-319-92498-4_9","10.1007"
"Constructing Reconstruction Territorializing Risk: Imposing ""No-Build Zones"" In Post-Disaster Reconstruction In Tacloban City Philippines","journalArticle","10.1080/14672715.2017.1407663","10.1080"
